hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func	fdr_lof	bonferroni_lof
PEG3	19	0	0	0	1	1	0.000105384579649986	1	1
PELO	5	0	0	0	1	1	2.98693122587276e-05	1	1
PER2	2	0	0	0	1	1	9.37620121956841e-05	1	1
PER3	1	0	0	0	2	1	3.691386588888e-09	1	1
PES1	22	0	0	0	1	1	4.86782572243122e-05	1	1
PEX1	7	0	0	0	1	1	7.48916697665168e-05	1	1
PEX2	8	0	0	0	1	1	1.70904519733341e-05	1	1
PFAS	17	1	0	0	0	1.24674696595662e-05	0.000108139328448953	8.91249946121896e-05	0.0315925681173408
PFDN2	1	0	0	0	1	1	1.2942914586146e-05	1	1
PFKM	12	0	0	0	2	1	1.84935067248892e-09	1	1
PFKP	10	0	0	0	2	1	2.7514828983165e-09	1	1
PGBD4	15	1	0	0	0	4.60564937130066e-06	4.06663545678008e-05	6.11032225490884e-05	0.0116707155068759
PGM2	4	0	1	0	0	6.24722620392577e-06	3.64882307606681e-05	6.43414699765319e-05	0.0158304712007479
PHACTR1	6	0	0	0	2	1	8.73346742763298e-10	1	1
PHAX	5	0	0	0	1	1	2.53321505306826e-05	1	1
PHEX	X	0	1	0	0	1.86325922106168e-06	1.14552213059532e-05	6.07946138686368e-05	0.00472149886617029
PHF10	6	0	1	0	0	5.21606411734744e-06	2.7381359101983e-05	6.29388270054187e-05	0.0132175064733584
PHF11	13	0	0	0	1	1	1.69763106555463e-05	1	1
PHF2	9	0	0	0	1	1	7.54084813998777e-05	1	1
PHF20	20	0	0	0	1	1	6.45863186762743e-05	1	1
PHF20L1	8	0	0	0	1	1	6.38396841143007e-05	1	1
PHF21B	22	0	0	0	1	1	4.02964188592955e-05	1	1
PHF6	X	0	1	0	0	1.07561246659442e-06	5.02531466794787e-06	4.5794633315139e-05	0.00272560199035027
PHIP	6	0	1	0	2	1.98977947942473e-05	2.64770620782219e-13	0.00012668595982066	0.0504210120086226
PHLDB2	3	0	1	0	0	1.12886853568889e-05	7.93193449353686e-05	8.41339079245779e-05	0.0286055286943565
PHPT1	9	0	1	0	1	1.24086123509196e-06	8.35945248675375e-11	4.76415510564094e-05	0.00314434236972302
PHRF1	11	1	0	0	2	1.25845666727984e-05	4.55827328676487e-13	8.95766627777279e-05	0.0318892919488711
PHYHIP	8	0	0	0	1	1	2.77280042795553e-05	1	1
PHYHIPL	10	0	0	0	1	1	2.36223325432995e-05	1	1
PI4KA	22	0	0	0	2	1	1.22321995944433e-08	1	1
PI4KB	1	0	0	0	1	1	5.84088121696232e-05	1	1
PIAS1	15	0	0	0	1	1	3.99408183904482e-05	1	1
PIAS3	1	0	0	0	1	1	4.25819161447114e-05	1	1
PIAS4	19	0	0	0	1	1	4.36363538014281e-05	1	1
PIDD	11	0	0	0	1	1	7.38827026321136e-05	1	1
PIEZO1	16	0	0	0	2	1	0	1	1
PIGM	1	0	0	0	1	1	3.23502484177143e-05	1	1
PIGQ	16	0	0	0	1	1	4.90057282138588e-05	1	1
PIGS	17	0	0	0	1	1	4.24923950593254e-05	1	1
PIK3C2G	12	0	1	0	1	1.03343466627664e-05	2.95241927679102e-09	8.08247976649696e-05	0.0261872344434502
PIK3CD	1	0	0	0	2	1	4.01872552414566e-09	1	1
PIK3R2	19	0	0	0	1	1	5.04079032111911e-05	1	1
PIK3R5	17	0	0	0	1	1	4.19542985288852e-05	1	1
PITPNM2	12	0	0	0	1	1	0.000112786980699543	1	1
PITX2	4	0	0	0	1	1	2.9981041449946e-05	1	1
PIWIL1	12	1	0	0	0	9.46702755758615e-06	6.07863302602277e-05	7.61076252761163e-05	0.0239894478309233
PKD1	16	1	0	0	0	3.19231963532239e-05	0.00036828604730722	0.000193062958374867	0.0808933795590693
PKHD1	6	0	0	0	3	1	2.73849752933753e-12	1	1
PKN2	1	0	0	0	1	1	5.95088951999871e-05	1	1
PKN3	9	0	0	0	1	1	7.45872432480261e-05	1	1
PKP2	12	0	0	0	1	1	6.54756046660184e-05	1	1
PLBD2	12	0	0	0	1	1	3.62159202801413e-05	1	1
PLCB3	11	0	0	0	1	1	0.000101253186685474	1	1
PLCD1	3	0	0	0	1	1	6.43138485652835e-05	1	1
PLCL1	2	0	0	0	1	1	6.35476311543642e-05	1	1
PLCXD1	X	0	0	0	1	1	7.6258303650696e-06	1	1
PLCZ1	12	1	0	0	0	5.80559542749356e-06	3.5947259589587e-05	6.33407054906252e-05	0.0147113788132687
PLD2	17	0	0	0	2	1	3.05361016208168e-09	1	1
PLD3	19	0	0	0	1	1	3.98647013305685e-05	1	1
PLEC	8	0	0	0	1	1	0.000459304183254433	1	1
PLEKHA3	2	0	0	0	1	1	1.87174696153199e-05	1	1
PLEKHA5	12	0	0	0	1	1	7.22296821109809e-05	1	1
PLEKHB2	2	0	1	0	0	2.77449981978299e-06	1.85785881633048e-05	6.07946138686368e-05	0.00703058254333011
PLEKHG2	19	0	0	0	1	1	9.94713182031503e-05	1	1
PLEKHM3	2	0	0	0	1	1	5.15343010078935e-05	1	1
PLEKHO2	15	0	0	0	1	1	3.3962824204788e-05	1	1
PLEKHS1	10	0	0	0	1	1	1.87201947188457e-05	1	1
PLS1	3	0	0	0	1	1	3.68065356222154e-05	1	1
